Anna,1,2158,['2021-02-12'],这部披着喜剧片外衣的侦探片，实则不伦不类。生硬做作的笑点令人如坐针毡。另外这部号称全程iMax摄影的电影，除了超大的画幅，其他什么都感受不到！
熊吉的菊花,4,1971,['2021-02-12'],笑得停不下来，剧情衔接很舒服，密室什么的也太带感了，拯救小林的片段很精彩，身上绑那么多炸药，染谷将太你牛逼了
whatane,2,2647,['2021-02-12'],好烂😓，情绪全靠配乐渲染，全片最大惊喜竟是华仔（还有妻夫木聪好帅
壹安²,5,3618,['2021-02-12'],长泽雅美哭的我心都碎了！最后彩蛋真的全场尖叫！节奏有松有驰，电影气氛很绝，比第二部的全程高能聪明太多，这应该是第一部中国+外籍演员通力协作，但是毫无违和感的电影了吧，最大惊喜没想到来自王宝强，你真切能感受到他落单时那种失落感，总之，牛逼。
仁者无敌,4,1255,['2021-02-12'],继“曼谷夺金杀人案”“纽约五行连环杀人案”后，““东京离奇谋杀案”也缓缓展开，与前两个故事相比，这个故事更将Q这个人物慢慢引出了，格局更大，背后的组织以及神秘人的身份更清晰，能看出来陈思诚布了一个大局，唐探宇宙即将爆发，希望之后能一部比一部优秀，让这个IP冲出亚洲。
熟瓜太郎,3,2165,['2021-02-12'],这么多名咖，还是一度睡着了。
林娜琏,1,2159,['2021-02-12'],看完全片，深深体会到了“乱七八糟”这四个字的真实含义。不差钱的建议去看，反正比春晚好点。
Nancy1013,5,1761,['2021-02-12'],演员阵容挺厉害，50—10后各个年龄层。莉香好美，妻夫木聪是最大的那个亮点，从人设到角色的完成度绝佳，很有喜剧天赋，超级帅超级可爱！为了他要二刷～
Tom Light,2,2355,['2021-02-12'],"东鹏特饮，招商银行，和平精英……广告植入，七拼八凑，结尾好狗血的剧情。铃木保奈美，三浦友和，浅野忠信，长泽雅美，妻夫木聪，染谷将太，日本Q分舵卡司太棒了。"
江湖骗子,2,1900,['2021-02-12'],记住了两首bgm，别的就算了。现在剧本写成这样都能拍片了？
偏见小姐周婉粥,5,2094,['2021-02-12'],豆瓣网友的审美和要求是不是苛刻得近乎装逼了。电影肯定没有好到可以称为“经典”，但也不至于差到打一分两分的程度吧。难道只有阳春白雪，小众到普罗大众完全看不懂才是真作品真电影？给人民看的电影就只配一分了？？豆瓣网友有时候也要走走群众路线，把文艺作品局限在自己的审美格调里本身就是狭隘。昆曲是戏，京剧是戏，越剧是戏，样板戏也是戏。
Aries鹏飞,5,1064,['2021-02-12'],陈思诚真的很有野心，不仅在这几年不疾不徐的层层铺垫唐探宇宙，自己导演的功底也越发深厚，开场的长镜头调度难度很大，大概4分钟的长镜头，演员极其之多，场景也变化很大，单单是开场的这段长镜头，就绝对值得大家走进电影院了！
啊K,5,1127,['2021-02-12'],等了2年，终于等来了～事实证明等待是值得的，第三部显然比之前两部更注重了推理的过程，昊然弟弟表现不错，有逻辑的同时也有笑点，适合春节的合家欢电影。如果过年假期不知道看什么，看它！二刷！
momo,2,1936,['2021-02-12'],"完全用力过猛 几乎成了一出闹剧 且不说船上非常恶心的互吐桥段 对于司法审判如此戏说是否合适非常值得商榷 "
大朵。,1,2047,['2021-02-12'],给一颗星给昊然弟弟 他值得满分但电影不值得
Luke,1,1525,['2021-02-12'],有钱真好，有钱导演就可以乱加自己喜欢的元素，然后不考虑剧情乱拍。从站在涉谷的十字路口撒钱的那一场戏就可以看出本片本质：推理不用严谨，唬住观众就可以。//最后靠长泽雅美的一场哭戏强行推情绪也是很无语，着实让人尴尬。
最大bug啊,1,1427,['2021-02-12'],连看两场，期望越大失望越大。越拍越烂，第二部还抄袭维持着水准，第三部直接尬出太平洋
西楼尘,4,1040,['2021-02-12'],善与恶总是相互缠绕，不是正反对立。人性是街口沾了荧光粉的纸币，是草莓蛋糕和荞麦面的仇恨，是逃不脱的第十四间密室，是胸前的方巾，是留给私生女财富后的自杀。愚众不书写历史，精英创造了善恶。若看到法律的不公就妄想代替法律，看到人性的弱点就想要革除人性。做神明还是首富，便都是完美的犯罪。
广开妍路,1,1402,['2021-02-12'],单纯的难看，没有喜剧，没有推理，什么都没有，只有尴尬，就像春晚小品一样
哪吒男,2,1709,['2021-02-12'],“来都来了”“大过年的”在我脑中循环462847467462648592次。
苍穹微草,5,754,['2021-02-12'],看四人组勇闯三关营救美女，推理密室杀人案不要太爽哦，唐仁和秦风经历这么多风雨真的让人羡慕这段情谊咧，特别是秦风被抓唐仁四处奔走的时候莫名好哭
_TuzQi,1,1395,['2021-02-12'],期待好久的唐探电影宇宙第三部，大年初一的好心情，被片方技术原因给毁了，电影进行到半小时左右字幕突然消失，成心给人添堵吧。在晚上补了这部电影，说实话真的远低于我个人的期待值。悬疑推理的部分被过于弱化，整个案件，或者说是整个故事其实就是为了引出Q的真实身份而生硬凑出来的。观众从案件本身很难看得出和真相相关联的蛛丝马迹，推理过程照比同类型片，甚至说是两部前作都差了好多，悬疑片先设定结果再编写故事真的有点失败。至于堂而皇之的莫名其妙的广告植入，能赚钱真好啊。
catyren,1,1297,['2021-02-12'],炒作中的本格呢？推理你是认真的吗？
顾小山,3,1342,['2021-02-12'],"本格派的壳子却有点社会派人性剖析，
此后看麻酱脑海中怕是会响起洗脑曲。
颇令人反感是母女写真式的回忆煽情，
硬捧的精致女演员哪里像个落难母亲？
广告植入太硬了友情提示别带爆米花。
抛开以上不太尊重下沉市场智商的地方，
唐探的成功无疑是工业喜剧的胜利。
它是一瓶由野心调制的全民牌万金油。
通过喜剧与推理悬疑的二元碰撞结合，
塑造人物反差与演员夸张的表演形式，
创作顾虑群体太多难免会显得大杂烩，
但无法否认商业上的认可与大众狂欢。
陈作为推理迷在情节创意下了些功夫，
肯用脑子肯投票子故高票房算是正回报。
冯时代之后国产喜剧颇受港九流的传染，
聒噪有余笑料不足都想以小投入赚快钱，
唐探刮起的喜剧工业风潮会加速其灭绝。
但这只是向前迈进的第一步，我们更应，
渴望卓别林式的反映时代的价值喜剧。"
王大根,2,1392,['2021-02-12'],整个一傻有钱片，最能代表本片气质的大概就是中国人在东京街头撒钱的一幕了。妻夫木聪死于陈思诚审美。
木石子,2,1605,['2021-02-12'],全方位地倒退，从第二部开始弱化推理，这部连让人笑的欲望都没有了，最后只好打起了感情牌，当《we are the world》的曲子响起，你会以为昨天的春晚还没结束。
OHLOLA,1,1254,['2021-02-13'],大声问陈导，拍露阴癖，性骚扰，“娘娘腔”的目的是什么
福尔摩撕探探探,1,1105,['2021-02-12'],合家欢式的烂片。真心难看，不如一和二走心。
Circle,2,1561,['2021-02-12'],陈思诚终于无法克制自己的猥琐，把自己的恶趣味在这部里放大到了极致，在剧情中穿插了无数个倒胃口的低级趣味梗。而且为了引出Q的身份，中间居然绕了那么大一个圈子，严重脱离案件，使得电影主线分散成了两条并行的轨道，不停地互相找补。当然归根结底，还是第十四间密室的谜底太无设计感，食之无味，陈思诚除了第一部憋出了小聪明，其余皆是算计。
王梦梦,5,1040,['2021-02-13'],本来没想打五星，因为缺点也很明显，但是没有差到6分吧？反手就是一个五星，因为在全球疫情下，我们可能很长时间不会在电影院里看到这类中西文化交流的电影了吧！
你大爷的丈母娘,2,1411,['2021-02-13'],被九个大汉打的女护士是死是活？
用户7504227480,1,1005,['2021-02-12'],推理和剧情还不如去看两集柯南和金田一
丨,1,1052,['2021-02-12'],第一部和第三部就是酱肘子和臭狗屎的区别
unidolphie,2,1133,['2021-02-12'],案件完全不如前两部&剧，有一半时间都在整没用的，最后煽情煽得我浑身发麻。p.s. 子枫再次给我吓一激灵，可甜可瘆
zidane,2,1098,['2021-02-12'],一部不如一部啊……对不起票价
Mikey,1,1026,['2021-02-12'],这片子尴尬的我想找屎吃。只有长泽雅美支持我坐了两个小时。现在拍电影都他妈把人当傻子吗？
马村大辉女朋友,2,1122,['2021-02-12'],如芒刺背 如鲠在喉 如坐针毡
喜马拉雅嘿,1,959,['2021-02-12'],剧情不太行，2.5到3星之间，但是对女性的不尊重太恶心人了
思无邪,1,923,['2021-02-12'],陈思诚 你有病 连带着阿拉小七装疯卖傻挤眉弄眼 多少沾点油锅里涮了八趟都刷不下来的油光 唯一一颗星给挤出皱纹了也很帅的@妻夫木聪😭
咕噜咕噜噜g,1,927,['2021-02-12'],"期待越大失望越大
唐探三剧本推理弱 植入广告多 笑料低俗 演技不行
圈钱电影 甚至不如网剧"
你有些鱿鱼,1,932,['2021-02-12'],厌女情节真的令人非常不适
钱微火,2,1111,['2021-02-12'],陈导不尊重女性的恶趣味处处可见，令人作呕。后悔给这种电影贡献票房。
默默点评,1,863,['2021-02-12'],建议各位多去看看隔壁韩国拍的好的电影和电视剧，回过头来真的对这种电影提不起任何兴趣
蚂蚁没问题,2,863,['2021-02-12'],作为核心的密室推理整段垮掉，加了一些零七八碎的附赠小推理也挽回不了，再说如果一开始那谁就发现了那啥，就有这个企图，那还专门找秦风他们来干嘛？有病吗？搞笑的部分勉勉强强，也有很尬的地方，且跟之前无限重复，最让我受不了的是没完没了没完没了地搞所谓彩蛋，出来了一万个之前出现的人，都是没意义的，五灵童祸害了剧还不够吗？同理还有那些动不动冒出来的歌曲，《路边野花不要采》有多恶俗就不说了，《草帽歌》出来卖情怀我当场吐血，煽情要基于合理啊老乡！至于Q的真实身份终于揭露，也是最最最low的那一种，你们这是要搞复仇者联盟吗？整体感觉跟这些年凑热闹的柯南剧场版一个逼样，浪费演员。
scofieldd,2,876,['2021-02-12'],全片充斥着陈思诚自以为是的小聪明和优越感，他自以为比世界上99%的人都要聪明，其实他根本什么都不懂
吃鱼的喵,2,865,['2021-02-12'],不性骚扰女性就他吗不会拍电影了吗？？？
同志亦凡人中文站,2,562,['2021-02-13'],破案无逻辑，喜剧缺根筋，感觉这个IP可以结扎了。陈思诚用猥琐劫持了电影，好多地方看得我拳头握紧，也就是仗着大过年的观众不想较真。在这里一定要表扬我家聪聪，真没想过这世界上还有人能驾驭陈思诚的暴发户审美，把花里胡哨的县城风穿得风流倜傥不油腻，两颗星都给你~~~~~~
你的xs女孩,4,718,['2021-02-12'],Q是在致敬1Q84吗哈哈哈，结合反乌托邦题材抵制虚无的完美世界
空白岸,1,881,['2021-02-12'],好家伙，偷完蛋糕直接在人家店门口吃起来了，伤害性不高，侮辱性极强。
明天再说,1,814,['2021-02-12'],一个笑点都get不到，王宝强什么时候可以不要再说蹩脚的普通话了啊
小白凉凉,2,815,['2021-02-12'],真的看不下去，全程太尴尬了，陈思诚是拼凑大师吧，各种关联不大的BGM硬拼在一起。
朝暮雪,2,581,['2021-02-13'],"陈思诚把一个故事拆成两部电影，《唐探2》一开始就提出Q，电影结束了也不揭晓Q是谁，从而吸引你去看《唐探3》。
你等了三年，结果也太让人失望了吧。
Q的身份有一万种可能，陈思诚偏偏选择了最low、最低级的一种。
而且这都第三部了，还有很多悬念没有解答，比如第一部中丹是怎么失踪的，以及秦父是怎么入狱的？
第二部指使宋义的是谁？
网剧中杀害林默父母的人是谁？
第三部反派是怎么知道秦风和秦父的事的？
陈思诚还真把电影当成电视剧来拍了，只管挖坑，不管填坑。

都第三部了，这些悬念还不解答，你想等到第几部再解答？

《唐探2》就是《唐探3》的加长预告片，本以为《唐探3》是正餐了，结果还是加长预告片。
我看《唐探3》是为了之前的作品的问题能够得到解答，结果看完之后非但之前的问题没有得到解答，反而问题更多了。"
Aphrothe,1,788,['2021-02-12'],好久没打过一星了～炒冷饭，情节硬凑，音乐乱，逻辑死，票还贵
时间之葬,4,614,['2021-02-12'],从2020等到2021，Q的身份成了中国观众全民参与的猜想。而这一部里Q的身份谜团的解开，不是终结，而更像是一个全新的开始。核心的这起密室杀人案，既是对推理前辈的致敬，也是超越。感觉陈思诚真正把国产商业片的策划思维和制作规格推到了国际水准，更多的国际明星和更具辨识度的系列元素，注定会是这个系列的未来。
farmerspinach,2,685,['2021-02-12'],尴尬脚趾抠地…两星都给染谷将太摘下帽子的瞬间
偷税米老鼠,1,772,['2021-02-12'],陈思诚，你觉得你很幽默？
藏着不等于遗忘,1,803,['2021-02-12'],空洞 浮夸 低俗 傲慢 这部片将审丑文化最大化 剧情如同拼凑起来 再加上里面对女性的剥削已经引起生理性不适 日本演员你们接这个片是为了什么
看到我请让我好,2,643,['2021-02-12'],坐的我屁股都疼了
雁来月一日,1,848,['2021-02-12'],做梦也没想到，这是大年初一最烂的一部。补充一句，就这种破电影还延迟一年，疯批，延迟也就算了，殴打女护士陈思诚觉得很好笑吗？最无语的是最后煽情部分，鲨了我吧，我人都没了，太难看了！！！！
欢乐分裂,2,496,['2021-02-12'],"一锅乱炖，强行塞入各种元素与广告植入，满目写着金钱味+油腻感，可以与这个系列再见了，如果说第一部还颇有想法的话，随着票房的飘红，“创作”野心也膨胀得远超自身能力，结尾强凹世界升平实在可笑然而却自我感动得以为是升华吗？还是准备开拍超英系列了？以为刻意cue前两季就是什么宇宙了吗？

打着推理旗帜的公费旅游片，目标是将拿来主义+自我（恋）“致敬”混合的“第十四种密室”推广到全世界；太多鸡飞狗跳更显冗长，笑点俗腻。

两星给日本演员。"
自由而无用的SB,1,745,['2021-02-12'],结尾尴尬到批爆，67一张的电影票，毁了我一天的好心情
我的不甜,3,1317,['2021-02-12'],唉，第一部有多惊艳第三部有多失望…
迪士尼在逃野兽,1,749,['2021-02-12'],烂梗太让我无语了…36D，雅茂蝶等等  无故殴打无故女护士，打完就算了还要来个特写重重一击…陈思诚就是个油腻屌丝男啊 自以为很搞笑玩梗实则生理心理不适，一星是给剧组辛苦的工作人员的
wsj,1,661,['2021-02-12'],真的垃圾，唐人街探案真的一部比一部辣鸡，圈钱电影，吐了。可惜了电影票和我的时间。希望大家谨慎购票，害，大年初一，真是浪费了
seemann,2,550,['2021-02-12'],别再出4了，谢谢！
别碰兔尾巴,1,665,['2021-02-12'],唐探3最后的煽情尬得我头皮发麻 全身发麻 受不了了 好久没有这么尬过了 全身的每一个细胞都尬得尖叫 我受不了了我恨不得夺门而出我真的受不了了春晚小品结尾都不带这样的还能更扯淡一点吗 怎么回事我受不了了我现在坐在电影院打这行字坐如针毡我恨不得当场失去五感
柳树不如杨树高,1,583,['2021-02-12'],啊，多等了一年就这 ？
C.,1,579,['2021-02-12'],三部里最烂的一部
油漆未干,1,629,['2021-02-14'],终于知道唐探为啥推一年也非得在春节档上了，换别的档期一定卖不成这样也得不到任何以“大过年的”为名义的宽容。糟蹋演员到这个地步，叹为观止
沉默的螺旋,1,641,['2021-02-13'],"这部电影要是过60亿，在坐的各位都有责任……
这也配影史第一？"
苍穹微草,5,754,['2021-02-12'],看四人组勇闯三关营救美女，推理密室杀人案不要太爽哦，唐仁和秦风经历这么多风雨真的让人羡慕这段情谊咧，特别是秦风被抓唐仁四处奔走的时候莫名好哭
seemann,2,550,['2021-02-12'],别再出4了，谢谢！
胡说八道的糕,2,611,['2021-02-13'],唐探就是五星的资源+四星的演员+三星的剧本主线+二星的推理+一星的导演个人恶臭审美+操之过急的宇宙观（毫无加分甚至扣分） 
德派先生,2,532,['2021-02-12'],"5分
太闹腾了，喜剧和悬疑割裂感太强，单把法庭上帝故事拎出来拍效果都比这个强太多。胃口那么大，除了热闹，啥也没有。
中国人拍的戏，日本演员炸裂的演技，和欧美的曲子，违和感在这一刻迎来了高光。这搞得本就别扭的叙事更加没有让人共情的能力。
但看到最后，已经可以预见下一部唐探的大卖，不得不感慨陈思诚的商业头脑。"
Hemerocallin,1,587,['2021-02-13'],恶俗，已自动拉黑此导演今后的所有影片
王梦梦,5,1040,['2021-02-13'],本来没想打五星，因为缺点也很明显，但是没有差到6分吧？反手就是一个五星，因为在全球疫情下，我们可能很长时间不会在电影院里看到这类中西文化交流的电影了吧！
豆友195034352,2,512,['2021-02-12'],垃圾电影，唐人街的水平就如同变形金刚一样，一部比一部烂。第一部那样的好剧本怕是再也写不出来了，索性往东野圭吾社会派方向靠，靠的又太生硬太尴尬。最后在那里致敬逆转裁判，配吗？各种生硬的广告尬的我眼睛疼，大过年的一百一张票到电影院是看你和平精英的吗？长泽雅美不错，气质演技俱佳，加一分，二星吧。
时间之葬,4,614,['2021-02-12'],从2020等到2021，Q的身份成了中国观众全民参与的猜想。而这一部里Q的身份谜团的解开，不是终结，而更像是一个全新的开始。核心的这起密室杀人案，既是对推理前辈的致敬，也是超越。感觉陈思诚真正把国产商业片的策划思维和制作规格推到了国际水准，更多的国际明星和更具辨识度的系列元素，注定会是这个系列的未来。
我叫秦祥林,1,528,['2021-02-12'],浪费了这么优秀的日本演员，遇到这样的导演对他们来说简直是灾难
闲日游荡,1,484,['2021-02-12'],乱七八糟，还插播广告，毫无底线。也受不了刘昊然的台词、一直重低音语速快
wandisir,2,530,['2021-02-13'],针对女性的梗全部接受无能。暴打无辜路人女护士？？有事吗……直到看完我都在想那个女护士有没有人去救.....小林作案动机和童年经历也是醉了，大姐有手有脚为了一碗面委身流浪汉？？只为了一块草莓蛋糕无脑冲动去偷被判坐牢？？大哥拿玻璃片放人手里不擦指纹警察查不出？？小林有空在那喝红酒没空去处理唐仁随便就找到的犯罪证据？？泰国大哥那条线能再敷衍一点？？算了算了，就当欣赏了两个小时我昊然弟弟俊美无双的脸吧！！！
厌世小姑凉,1,508,['2021-02-12']," 浮夸、生硬、刻意、油腻、做作 、猥琐、下流、烂俗、低劣


一星是给长泽雅美的。"
九只苍蝇撞墙,1,305,['2021-02-14'],很多人都问这系列为什么这么火，要我说是因为它有一股深入骨髓土到掉牙的春晚气质。每年春节中老年人在电视里看的和所谓三四线城镇新世代去电影院看的没有区别。这种玩意儿看的次数再多下去，大家都会变成对着屏幕边傻笑边嗑瓜子儿边滋哇乱叫的大猩猩。
莱莱同学,1,475,['2021-02-12'],是不是期望越大失望就越大，还是觉得第一部最好看，一部不如一部，吐了
watermelonbean,1,519,['2021-02-12'],无聊、恶趣味，猥琐男、油腻男集齐，笑点低俗，一星给MJ那首歌，还好不是我给钱，但是浪费了我两个半小时
LucasPino,2,457,['2021-02-12'],砍掉电影一半不必要的剧情跟一半的配乐可以多打两分
从此爱上电影,2,426,['2021-02-12'],一部不如一部。唐探一真的就是出道即巅峰了。案子不灵，笑点又low又尬，BGM又多又和情节毫无关联。哦对，还有各种杂糅的元素满满的堆积感，全是形式毫无内容。真凶一脸凶手相。华仔这么串戏一定能冲击春节档票房冠军哈哈哈。还有不要再浪费子枫妹妹的演技了。
晚不安,1,371,['2021-02-13'],大年初一日入10亿，抢占60%排片，一个个好看的纪录背后，遮蔽的是全民在一个最火档期被喂屎的现实。骂陈思诚是中国电影的大毒瘤应该没有问题吧？借“漫威宇宙”概念营销自己的东拼西凑的“原创IP”，鼓吹“本格推理”和“全新类型”，其实只是在以恶臭烂梗剥削女性，利用信息差愚弄观众，把诡计最低限度地游戏化，另外片面理解和展示刻板印象中的日本文化形态。《唐探3》唯一的推理应该是：到底给了这些日本熟脸多少钱来参演？黑泽明的箴言犹在耳畔：电影院只放垃圾片（放到现在就叫大数据电影），而今天的观众很容易相信那就是电影。彩蛋出现的刘德华令我震惊，有钱真的可以为所欲为？而佟丽娅已在隔壁《小说家》片头惨死。祝愿中国电影有一个美好的未来！
拉煤不忘哈密瓜,5,927,['2021-02-12'],唐探宇宙已经在前2部中成形，布局完备，徐徐展开的第三部里陈思诚更大胆，将各种元素玩的更溜，到了推理热土东京，极具特色的地域风土人情本身就让人赏心悦目，而潜藏在东京流光溢彩下，整个故事有着比唐探2更大格局的线索情节，日本黑帮的加入为电影增加了更多的喜剧性与戏剧冲突，推理上也结合了独特的日本色彩，这个故事绝就绝在它只发生在日本才会如此合理。
慢慢来GM,2,413,['2021-02-12'],跟前两部差得不止一点点
时天,2,446,['2021-02-13'],和平精英五人组什么鬼东西
